n_legal_moves,n_pieces,material_balance,is_endgame,king_in_check,eval_before_cp,eval_volatility,prev_delta_cp,move_number,game_phase,player_to_move,player_rating,prev_was_blunder,is_blunder,is_mistake,quality,delta_cp,move_uci,fen_before,game_id,white_name,black_name,event,game_date,game_result
34,32,0,0,0,69,6.8527366796047255,17,36,endgame,black,1500,0,0,0,good,0,c5c4,r2qr1k1/1b1n1pb1/p2p1npp/1ppPp3/P3P3/2P2NNP/1PBB1PP1/R2QR1K1 b - - 0 18,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
36,32,0,0,0,69,8.541662601625049,0,37,endgame,white,1500,0,0,0,good,-40,b2b4,r2qr1k1/1b1n1pb1/p2p1npp/1p1Pp3/P1p1P3/2P2NNP/1PBB1PP1/R2QR1K1 w - - 0 19,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
34,32,0,0,0,29,14.853955702101715,-40,38,endgame,black,1500,0,0,0,inaccuracy,-84,f6h7,r2qr1k1/1b1n1pb1/p2p1npp/1p1Pp3/PPp1P3/2P2NNP/2BB1PP1/R2QR1K1 b - b3 0 19,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
34,32,0,0,0,113,27.536158047193148,-84,39,endgame,white,1500,0,0,0,good,5,d2e3,r2qr1k1/1b1n1pbn/p2p2pp/1p1Pp3/PPp1P3/2P2NNP/2BB1PP1/R2QR1K1 w - - 1 20,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
37,32,0,0,0,118,32.787802610117076,5,40,endgame,black,1500,0,0,0,good,-1,h6h5,r2qr1k1/1b1n1pbn/p2p2pp/1p1Pp3/PPp1P3/2P1BNNP/2B2PP1/R2QR1K1 b - - 2 20,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
41,32,0,0,0,119,35.539274049985885,-1,41,endgame,white,1500,0,0,0,good,-5,d1d2,r2qr1k1/1b1n1pbn/p2p2p1/1p1Pp2p/PPp1P3/2P1BNNP/2B2PP1/R2QR1K1 w - - 0 21,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
38,32,0,0,0,114,34.874632614552375,-5,42,endgame,black,1500,0,0,0,good,-4,e8f8,r2qr1k1/1b1n1pbn/p2p2p1/1p1Pp2p/PPp1P3/2P1BNNP/2BQ1PP1/R3R1K1 b - - 1 21,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
42,32,0,0,0,118,2.416609194718914,-4,43,endgame,white,1500,0,0,0,good,-15,a1a3,r2q1rk1/1b1n1pbn/p2p2p1/1p1Pp2p/PPp1P3/2P1BNNP/2BQ1PP1/R3R1K1 w - - 2 22,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
33,32,0,0,0,103,5.9531504264548865,-15,44,endgame,black,1500,0,0,0,good,-26,d7f6,r2q1rk1/1b1n1pbn/p2p2p1/1p1Pp2p/PPp1P3/R1P1BNNP/2BQ1PP1/4R1K1 b - - 3 22,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
41,32,0,0,0,129,8.404760555780278,-26,45,endgame,white,1500,0,0,0,good,11,e1a1,r2q1rk1/1b3pbn/p2p1np1/1p1Pp2p/PPp1P3/R1P1BNNP/2BQ1PP1/4R1K1 w - - 4 23,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
28,32,0,0,0,140,12.702755606560334,11,46,endgame,black,1500,0,0,0,good,26,d8d7,r2q1rk1/1b3pbn/p2p1np1/1p1Pp2p/PPp1P3/R1P1BNNP/2BQ1PP1/R5K1 b - - 5 23,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
42,32,0,0,0,114,12.702755606560334,26,47,endgame,white,1500,0,0,0,good,-10,a1a2,r4rk1/1b1q1pbn/p2p1np1/1p1Pp2p/PPp1P3/R1P1BNNP/2BQ1PP1/R5K1 w - - 6 24,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
34,32,0,0,0,104,14.436065946094871,-10,48,endgame,black,1500,0,0,0,good,-6,f8c8,r4rk1/1b1q1pbn/p2p1np1/1p1Pp2p/PPp1P3/R1P1BNNP/R1BQ1PP1/6K1 b - - 7 24,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
37,32,0,0,0,110,13.200000000000001,-6,49,endgame,white,1500,0,0,0,good,-14,d2c1,r1r3k1/1b1q1pbn/p2p1np1/1p1Pp2p/PPp1P3/R1P1BNNP/R1BQ1PP1/6K1 w - - 8 25,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
35,32,0,0,0,96,14.89160837518903,-14,50,endgame,black,1500,0,0,0,good,-14,g7f8,r1r3k1/1b1q1pbn/p2p1np1/1p1Pp2p/PPp1P3/R1P1BNNP/R1B2PP1/2Q3K1 b - - 9 25,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
40,32,0,0,0,110,6.273754856543249,-14,51,endgame,white,1500,0,0,0,good,-5,c1a1,r1r2bk1/1b1q1p1n/p2p1np1/1p1Pp2p/PPp1P3/R1P1BNNP/R1B2PP1/2Q3K1 w - - 10 26,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
33,32,0,0,0,105,5.138093031466052,-5,52,endgame,black,1500,0,0,0,good,5,d7e8,r1r2bk1/1b1q1p1n/p2p1np1/1p1Pp2p/PPp1P3/R1P1BNNP/R1B2PP1/Q5K1 b - - 11 26,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
39,32,0,0,0,100,5.528109984434101,5,53,endgame,white,1500,0,0,0,good,-4,g3f1,r1r1qbk1/1b3p1n/p2p1np1/1p1Pp2p/PPp1P3/R1P1BNNP/R1B2PP1/Q5K1 w - - 12 27,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
28,32,0,0,0,96,5.425863986500215,-4,54,endgame,black,1500,0,0,0,good,-14,f8e7,r1r1qbk1/1b3p1n/p2p1np1/1p1Pp2p/PPp1P3/R1P1BN1P/R1B2PP1/Q4NK1 b - - 13 27,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
37,32,0,0,0,110,5.528109984434102,-14,55,endgame,white,1500,0,0,0,good,-4,f1d2,r1r1q1k1/1b2bp1n/p2p1np1/1p1Pp2p/PPp1P3/R1P1BN1P/R1B2PP1/Q4NK1 w - - 14 28,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
28,32,0,0,0,106,4.882622246293481,-4,56,endgame,black,1500,0,0,0,good,2,g8g7,r1r1q1k1/1b2bp1n/p2p1np1/1p1Pp2p/PPp1P3/R1P1BN1P/R1BN1PP1/Q5K1 b - - 15 28,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
37,32,0,0,0,104,4.833218389437829,2,57,endgame,white,1500,0,0,0,good,-1,d2b1,r1r1q3/1b2bpkn/p2p1np1/1p1Pp2p/PPp1P3/R1P1BN1P/R1BN1PP1/Q5K1 w - - 16 29,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
31,32,0,0,0,103,4.578209256903839,-1,58,endgame,black,1500,0,0,0,inaccuracy,-58,f6e4,r1r1q3/1b2bpkn/p2p1np1/1p1Pp2p/PPp1P3/R1P1BN1P/R1B2PP1/QN4K1 b - - 17 29,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
32,31,-100,0,0,161,22.22970984965841,-58,59,endgame,white,1500,0,0,0,good,-16,c2e4,r1r1q3/1b2bpkn/p2p2p1/1p1Pp2p/PPp1n3/R1P1BN1P/R1B2PP1/QN4K1 w - - 0 30,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
33,30,220,0,0,145,24.39180190145861,-16,60,endgame,black,1500,0,0,0,good,-27,f7f5,r1r1q3/1b2bpkn/p2p2p1/1p1Pp2p/PPp1B3/R1P1BN1P/R4PP1/QN4K1 b - - 0 30,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
34,30,220,0,0,172,28.6705423736629,-27,61,endgame,white,1500,0,0,0,good,-17,e4c2,r1r1q3/1b2b1kn/p2p2p1/1p1Ppp1p/PPp1B3/R1P1BN1P/R4PP1/QN4K1 w - - 0 31,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
35,30,220,0,0,155,23.768887226792927,-17,62,endgame,black,1500,0,0,0,good,-36,b7d5,r1r1q3/1b2b1kn/p2p2p1/1p1Ppp1p/PPp5/R1P1BN1P/R1B2PP1/QN4K1 b - - 1 31,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
33,29,120,0,0,191,15.753094934012173,-36,63,endgame,white,1500,0,0,0,good,-16,a4b5,r1r1q3/4b1kn/p2p2p1/1p1bpp1p/PPp5/R1P1BN1P/R1B2PP1/QN4K1 w - - 0 32,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
41,28,220,0,0,175,16.069847541280534,-16,64,endgame,black,1500,0,0,0,good,-6,a6b5,r1r1q3/4b1kn/p2p2p1/1P1bpp1p/1Pp5/R1P1BN1P/R1B2PP1/QN4K1 b - - 0 32,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
37,27,120,0,0,181,11.838918869558993,-6,65,endgame,white,1500,0,0,0,good,-34,a3a7,r1r1q3/4b1kn/3p2p1/1p1bpp1p/1Pp5/R1P1BN1P/R1B2PP1/QN4K1 w - - 0 33,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
33,27,120,0,0,147,16.375591592366977,-34,66,endgame,black,1500,0,0,0,good,-41,g7f6,r1r1q3/R3b1kn/3p2p1/1p1bpp1p/1Pp5/2P1BN1P/R1B2PP1/QN4K1 b - - 1 33,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
44,27,120,0,0,188,15.717506163510802,-41,67,endgame,white,1500,0,0,0,good,-16,b1d2,r1r1q3/R3b2n/3p1kp1/1p1bpp1p/1Pp5/2P1BN1P/R1B2PP1/QN4K1 w - - 2 34,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
32,27,120,0,0,172,13.92264342716569,-16,68,endgame,black,1500,0,0,0,good,-22,a8a7,r1r1q3/R3b2n/3p1kp1/1p1bpp1p/1Pp5/2P1BN1P/R1BN1PP1/Q5K1 b - - 3 34,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
43,26,-380,0,0,194,16.426807358704856,-22,69,endgame,white,1500,0,0,0,good,7,a2a7,2r1q3/r3b2n/3p1kp1/1p1bpp1p/1Pp5/2P1BN1P/R1BN1PP1/Q5K1 w - - 0 35,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
32,25,120,0,0,201,19.252012881774206,7,70,endgame,black,1500,0,0,0,good,15,c8a8,2r1q3/R3b2n/3p1kp1/1p1bpp1p/1Pp5/2P1BN1P/2BN1PP1/Q5K1 b - - 0 35,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
51,25,120,0,0,186,9.641576634555161,15,71,endgame,white,1500,0,0,0,good,-47,g2g4,r3q3/R3b2n/3p1kp1/1p1bpp1p/1Pp5/2P1BN1P/2BN1PP1/Q5K1 w - - 1 36,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
33,25,120,0,0,139,21.932624102008404,-47,72,endgame,black,1500,0,0,0,good,-15,h5g4,r3q3/R3b2n/3p1kp1/1p1bpp1p/1Pp3P1/2P1BN1P/2BN1P2/Q5K1 b - - 0 36,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
51,24,20,0,0,154,24.061587645041215,-15,73,endgame,white,1500,0,0,0,good,-11,h3g4,r3q3/R3b2n/3p1kp1/1p1bpp2/1Pp3p1/2P1BN1P/2BN1P2/Q5K1 w - - 0 37,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
31,23,120,0,0,143,24.565015774470815,-11,74,endgame,black,1500,0,0,0,good,-10,a8a7,r3q3/R3b2n/3p1kp1/1p1bpp2/1Pp3P1/2P1BN2/2BN1P2/Q5K1 b - - 0 37,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
43,22,-380,0,0,153,16.52876280911551,-10,75,endgame,white,1500,0,0,0,good,-31,a1a7,4q3/r3b2n/3p1kp1/1p1bpp2/1Pp3P1/2P1BN2/2BN1P2/Q5K1 w - - 0 38,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
29,21,120,0,0,122,11.617228585166083,-31,76,endgame,black,1500,0,0,0,good,-5,f5f4,4q3/Q3b2n/3p1kp1/1p1bpp2/1Pp3P1/2P1BN2/2BN1P2/6K1 b - - 0 38,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
43,21,120,0,0,127,13.166624472506232,-5,77,endgame,white,1500,0,0,0,good,31,e3f4,4q3/Q3b2n/3p1kp1/1p1bp3/1Pp2pP1/2P1BN2/2BN1P2/6K1 w - - 0 39,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
28,20,220,0,0,158,14.093970341958295,31,78,endgame,black,1500,0,0,0,good,-4,e5f4,4q3/Q3b2n/3p1kp1/1p1bp3/1Pp2BP1/2P2N2/2BN1P2/6K1 b - - 0 39,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
40,19,-110,0,0,162,16.572265988693278,-4,79,endgame,white,1500,0,0,0,good,-6,f3h4,4q3/Q3b2n/3p1kp1/1p1b4/1Pp2pP1/2P2N2/2BN1P2/6K1 w - - 0 40,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
31,19,-110,0,0,156,16.923356641044943,-6,80,endgame,black,1500,0,0,0,good,34,d5f7,4q3/Q3b2n/3p1kp1/1p1b4/1Pp2pPN/2P5/2BN1P2/6K1 b - - 1 40,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
40,19,-110,0,0,122,16.923356641044943,34,81,endgame,white,1500,0,0,0,good,35,a7d4,4q3/Q3bb1n/3p1kp1/1p6/1Pp2pPN/2P5/2BN1P2/6K1 w - - 2 41,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
2,19,-110,0,1,157,14.642404174178502,35,82,endgame,black,1500,0,0,0,inaccuracy,-90,f6e6,4q3/4bb1n/3p1kp1/1p6/1PpQ1pPN/2P5/2BN1P2/6K1 b - - 3 41,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
38,19,-110,0,0,247,41.60480741452843,-90,83,endgame,white,1500,0,0,1,mistake,-105,h4f5,4q3/4bb1n/3pk1p1/1p6/1PpQ1pPN/2P5/2BN1P2/6K1 w - - 4 42,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
23,19,-110,0,0,142,43.00418584277582,-105,84,endgame,black,1500,0,0,1,mistake,-116,e7f8,4q3/4bb1n/3pk1p1/1p3N2/1PpQ1pP1/2P5/2BN1P2/6K1 b - - 5 42,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
39,19,-110,0,0,258,56.169030612963226,-116,85,endgame,white,1500,0,0,0,inaccuracy,-82,d4f4,4qb2/5b1n/3pk1p1/1p3N2/1PpQ1pP1/2P5/2BN1P2/6K1 w - - 6 43,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
19,18,-10,0,0,176,47.5015789211264,-82,86,endgame,black,1500,0,0,0,good,-6,e6d7,4qb2/5b1n/3pk1p1/1p3N2/1Pp2QP1/2P5/2BN1P2/6K1 b - - 0 43,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
37,18,-10,0,0,182,44.34410896612987,-6,87,endgame,white,1500,0,0,0,good,13,f5d4,4qb2/3k1b1n/3p2p1/1p3N2/1Pp2QP1/2P5/2BN1P2/6K1 w - - 1 44,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
25,18,-10,0,0,195,37.97683504453735,13,88,endgame,black,1500,0,0,0,good,-40,e8e1,4qb2/3k1b1n/3p2p1/1p6/1PpN1QP1/2P5/2BN1P2/6K1 b - - 2 44,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
3,18,-10,0,1,235,31.908619525137716,-40,89,endgame,white,1500,0,0,0,good,0,g1g2,5b2/3k1b1n/3p2p1/1p6/1PpN1QP1/2P5/2BN1P2/4q1K1 w - - 3 45,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
32,18,-10,0,0,235,25.570295266187287,0,90,endgame,black,1500,0,0,0,good,-44,f7d5,5b2/3k1b1n/3p2p1/1p6/1PpN1QP1/2P5/2BN1PK1/4q3 b - - 4 45,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
10,18,-10,0,1,279,34.24850361694654,-44,91,endgame,white,1500,0,0,0,good,-14,c2e4,5b2/3k3n/3p2p1/1p1b4/1PpN1QP1/2P5/2BN1PK1/4q3 w - - 5 46,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
30,18,-10,0,0,265,28.999310336626973,-14,92,endgame,black,1500,0,0,0,good,9,d5e4,5b2/3k3n/3p2p1/1p1b4/1PpNBQP1/2P5/3N1PK1/4q3 b - - 6 46,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
9,17,-340,0,1,256,17.158088471621774,9,93,endgame,white,1500,0,0,0,good,24,d2e4,5b2/3k3n/3p2p1/1p6/1PpNbQP1/2P5/3N1PK1/4q3 w - - 0 47,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
25,16,-10,0,0,280,16.625281952496323,24,94,endgame,black,1500,0,0,0,good,16,f8e7,5b2/3k3n/3p2p1/1p6/1PpNNQP1/2P5/5PK1/4q3 b - - 0 47,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
34,16,-10,0,0,264,9.282241108697834,16,95,endgame,white,1500,0,0,0,good,27,d4b5,8/3kb2n/3p2p1/1p6/1PpNNQP1/2P5/5PK1/4q3 w - - 1 48,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
28,15,90,0,0,291,12.576167937809991,27,96,endgame,black,1500,0,0,1,mistake,-136,h7f8,8/3kb2n/3p2p1/1N6/1Pp1NQP1/2P5/5PK1/4q3 b - - 0 48,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
31,15,90,0,0,427,62.89228887550524,-136,97,endgame,white,1500,0,0,0,good,23,b5d6,5n2/3kb3/3p2p1/1N6/1Pp1NQP1/2P5/5PK1/4q3 w - - 1 49,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
25,14,190,0,0,450,79.2681524951856,23,98,endgame,black,1500,0,0,1,mistake,-126,f8e6,5n2/3kb3/3N2p1/8/1Pp1NQP1/2P5/5PK1/4q3 b - - 0 49,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
32,14,190,0,0,576,113.63907778576875,-126,99,endgame,white,1500,0,0,0,good,-4,f4e5,8/3kb3/3Nn1p1/8/1Pp1NQP1/2P5/5PK1/4q3 w - - 1 50,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
